channel,freq,C1,C2,DV,increase,DV accepted
F7,27,1,2,8.253287,0,1
F7,27,2,3,8.590599,1,1
F7,28,1,2,5.419130,0,1
F7,28,2,3,5.504542,1,1
F7,29,1,2,5.641587,0,1
F7,29,2,3,5.843323,1,1
F7,30,1,2,8.014549,0,1
F7,30,2,3,8.448122,1,1
F7,31,2,3,9.062140,1,1
F7,32,2,3,7.300734,1,1
F7,33,1,3,4.769250,1,1
F7,33,2,3,4.696188,1,1
F7,34,1,2,5.598801,0,1
F7,34,2,3,5.815181,1,1
F7,35,1,2,7.360181,0,1
F7,35,2,3,7.746115,1,1
F7,36,1,2,7.288457,0,1
F7,36,2,3,7.695507,1,1
F7,37,1,2,5.358283,0,1
F7,37,2,3,5.683866,1,1
F7,38,1,3,3.928353,1,1
F7,38,2,3,3.778824,1,1
F7,39,1,2,5.366471,0,1
F7,39,2,3,5.649565,1,1
F7,40,1,2,6.650565,0,1
F7,40,2,3,7.026040,1,1
F7,41,1,2,6.049419,0,1
F7,41,2,3,6.421193,1,1
F7,42,2,3,4.145020,1,1
F7,43,2,3,3.153571,1,1
F7,44,2,3,5.297206,1,1
F7,45,1,2,5.847438,0,1
F7,45,2,3,6.180201,1,1
F7,46,2,3,5.192775,1,1
F7,47,2,3,2.740885,1,1
F7,48,1,2,2.856758,0,1
F7,48,2,3,3.061207,1,1
F7,49,1,2,4.848797,0,1
F7,49,2,3,5.139694,1,1
F7,50,1,2,5.276786,0,1
F7,50,2,3,5.592569,1,1
F7,51,1,2,4.017539,0,1
F7,51,2,3,4.278074,1,1
F7,52,1,3,2.023460,1,1
F7,52,2,3,1.892218,1,1
F7,53,1,2,3.305259,0,1
F7,53,2,3,3.534557,1,1
F7,54,1,2,4.924878,0,1
F7,54,2,3,5.233325,1,1
F7,55,1,2,4.928194,0,1
F7,55,2,3,5.240074,1,1
F7,56,1,2,3.334990,0,1
F7,56,2,3,3.565113,1,1
F7,57,1,3,1.863265,1,1
F7,57,2,3,1.751298,1,1
F7,58,1,2,3.754598,0,1
F7,58,2,3,4.013076,1,1
F7,59,1,2,4.957264,0,1
F7,59,2,3,5.275801,1,1
F7,60,1,2,4.559513,0,1
F7,60,2,3,4.857293,1,1
F7,61,1,2,2.676353,0,1
F7,61,2,3,2.875225,1,1
F7,62,1,2,2.069567,0,1
F7,62,2,3,2.239319,1,1
F7,63,1,2,4.171601,0,1
F7,63,2,3,4.449465,1,1
T7,0,1,3,249.945618,0,1
T7,1,1,3,233.093603,0,1
T7,2,1,3,186.307558,0,1
T7,3,1,3,121.162356,0,1
T7,4,1,3,54.122293,0,1
T7,5,1,3,23.591206,0,1
T7,6,1,3,49.185207,0,1
T7,7,1,3,55.553826,0,1
T7,8,1,3,42.849685,0,1
T7,9,1,2,20.727990,0,1
T7,9,1,3,20.882992,0,1
T7,10,1,2,19.279546,0,1
T7,10,1,3,19.186862,0,1
T7,11,1,3,31.622024,0,1
T7,12,1,3,33.033840,0,1
T7,13,1,3,23.424885,0,1
T7,14,1,3,9.209686,0,1
T7,15,1,3,14.978271,0,1
T7,16,1,3,23.113620,0,1
T7,17,1,3,22.726964,0,1
T7,18,1,3,14.787297,0,1
T7,19,1,2,6.093748,0,1
T7,19,1,3,6.238637,0,1
T7,20,1,3,14.080353,0,1
T7,21,1,3,19.032256,0,1
T7,22,1,3,17.101107,0,1
T7,23,1,3,9.790725,0,1
T7,25,1,3,13.325079,0,1
T7,26,1,3,16.186500,0,1
T7,27,1,3,13.335099,0,1
T7,28,1,3,6.826219,0,1
T7,29,1,3,7.497575,0,1
T7,30,1,3,13.022854,0,1
T7,31,1,3,14.290501,0,1
T7,32,1,3,10.708749,0,1
T7,34,1,3,8.253126,0,1
T7,35,1,3,12.327124,0,1
T7,36,1,3,12.311570,0,1
T7,37,1,3,8.297519,0,1
T7,39,1,3,8.735265,0,1
T7,40,1,3,11.650684,0,1
T7,41,1,3,10.529291,0,1
T7,42,1,3,5.985897,0,1
T7,43,1,3,4.059314,0,1
T7,44,1,3,8.622129,0,1
T7,45,1,3,10.511537,0,1
T7,46,1,3,8.562436,0,1
T7,47,1,3,3.763090,0,1
T7,48,1,3,4.584491,0,1
T7,49,1,3,8.754619,0,1
T7,50,1,3,9.708483,0,1
T7,51,1,3,7.043812,0,1
T7,52,1,3,2.292797,0,1
T7,53,1,3,5.619956,0,1
T7,54,1,3,9.016585,0,1
T7,55,1,3,9.032702,0,1
T7,56,1,3,5.689860,0,1
T7,57,1,3,2.063550,0,1
T7,58,1,3,6.592567,0,1
T7,59,1,3,9.162768,0,1
T7,60,1,3,8.289076,0,1
T7,61,1,3,4.370577,0,1
T7,62,1,3,3.119692,0,1
T7,63,1,3,7.480794,0,1
P7,10,1,2,15.300915,0,1
O1,9,2,3,15.955998,1,1
O1,10,1,2,14.628839,0,1
O1,10,2,3,15.327090,1,1
O1,14,2,3,7.927922,1,1
O1,52,1,2,1.334583,0,1
O1,57,2,3,1.221970,1,1
O2,5,1,3,23.665676,0,1
O2,10,2,3,27.741074,1,1
O2,14,2,3,12.926163,1,1
O2,19,1,2,7.856140,0,1
O2,19,2,3,7.870497,1,1
P8,9,1,2,25.064652,0,1
P8,9,2,3,25.592402,1,1
P8,10,2,3,26.293174,1,1
P8,14,2,3,12.038523,1,1
P8,19,1,2,7.102772,0,1
P8,19,2,3,7.383226,1,1
T8,0,1,2,289.894889,0,1
T8,0,1,3,276.979963,0,1
T8,1,1,2,270.143665,0,1
T8,1,1,3,258.212779,0,1
T8,2,1,2,215.336734,0,1
T8,2,1,3,206.128831,0,1
T8,3,1,2,139.162534,0,1
T8,3,1,3,133.724890,0,1
T8,4,1,2,61.206018,0,1
T8,4,1,3,59.626162,0,1
T8,5,1,2,27.300263,0,1
T8,5,1,3,26.554817,0,1
T8,6,1,2,58.235458,0,1
T8,6,1,3,55.528228,0,1
T8,7,1,2,66.459550,0,1
T8,7,1,3,63.713585,0,1
T8,8,1,2,52.570977,0,1
T8,8,1,3,51.076180,0,1
T8,9,1,2,29.358260,0,1
T8,9,1,3,29.889964,0,1
T8,10,1,2,28.465534,0,1
T8,10,1,3,29.644392,0,1
T8,11,1,2,41.368406,0,1
T8,11,1,3,41.133807,0,1
T8,12,1,2,42.071160,0,1
T8,12,1,3,41.237289,0,1
T8,13,1,2,30.038154,0,1
T8,13,1,3,29.557092,0,1
T8,14,1,2,13.417185,0,1
T8,15,1,2,18.823355,0,1
T8,15,1,3,18.657000,0,1
T8,16,1,2,27.968657,0,1
T8,16,1,3,27.198064,0,1
T8,17,1,2,27.404480,0,1
T8,17,1,3,26.662415,0,1
T8,18,1,2,18.042027,0,1
T8,18,1,3,17.780388,0,1
T8,19,1,2,8.311449,0,1
T8,19,1,3,8.704005,0,1
T8,20,1,2,16.935956,0,1
T8,20,1,3,16.608083,0,1
T8,21,1,2,22.619260,0,1
T8,21,1,3,21.955946,0,1
T8,22,1,2,20.336949,0,1
T8,22,1,3,19.769786,0,1
T8,23,1,2,11.778231,0,1
T8,23,1,3,11.655537,0,1
T8,24,1,2,7.845556,0,1
T8,24,1,3,8.031541,0,1
T8,25,1,2,15.858391,0,1
T8,25,1,3,15.492761,0,1
T8,26,1,2,19.206416,0,1
T8,26,1,3,18.627256,0,1
T8,27,1,2,15.807305,0,1
T8,27,1,3,15.440376,0,1
T8,28,1,2,8.177987,0,1
T8,28,1,3,8.308563,0,1
T8,29,1,2,8.947909,0,1
T8,29,1,3,9.032644,0,1
T8,30,1,2,15.270247,0,1
T8,30,1,3,14.943304,0,1
T8,31,1,2,16.756655,0,1
T8,31,1,3,16.295290,0,1
T8,32,1,2,12.645981,0,1
T8,32,1,3,12.325159,0,1
T8,34,1,2,9.732665,0,1
T8,34,1,3,9.527225,0,1
T8,35,1,2,14.572872,0,1
T8,35,1,3,14.076001,0,1
T8,36,1,2,14.556711,0,1
T8,36,1,3,14.084852,0,1
T8,37,1,2,9.746452,0,1
T8,37,1,3,9.587291,0,1
T8,39,1,2,9.963595,0,1
T8,39,1,3,9.784272,0,1
T8,40,1,2,13.377576,0,1
T8,40,1,3,12.984026,0,1
T8,41,1,2,12.114800,0,1
T8,41,1,3,11.748846,0,1
T8,42,1,2,6.813024,0,1
T8,42,1,3,6.707905,0,1
T8,43,1,2,4.733406,0,1
T8,43,1,3,4.692317,0,1
T8,44,1,2,10.148316,0,1
T8,44,1,3,9.804138,0,1
T8,45,1,2,12.396429,0,1
T8,45,1,3,11.900667,0,1
T8,46,1,2,10.090531,0,1
T8,46,1,3,9.703536,0,1
T8,47,1,2,4.404141,0,1
T8,47,1,3,4.317381,0,1
T8,48,1,2,5.390102,0,1
T8,48,1,3,5.216383,0,1
T8,49,1,2,10.312571,0,1
T8,49,1,3,9.883364,0,1
T8,50,1,2,11.445411,0,1
T8,50,1,3,10.945833,0,1
T8,51,1,2,8.299690,0,1
T8,51,1,3,7.962359,0,1
T8,52,1,2,2.655907,0,1
T8,52,1,3,2.652641,0,1
T8,53,1,2,6.574768,0,1
T8,53,1,3,6.341310,0,1
T8,54,1,2,10.591786,0,1
T8,54,1,3,10.150900,0,1
T8,55,1,2,10.617953,0,1
T8,55,1,3,10.175058,0,1
T8,56,1,2,6.682157,0,1
T8,56,1,3,6.438045,0,1
T8,57,1,2,2.377936,0,1
T8,57,1,3,2.398023,0,1
T8,58,1,2,7.723321,0,1
T8,58,1,3,7.430292,0,1
T8,59,1,2,10.757148,0,1
T8,59,1,3,10.300845,0,1
T8,60,1,2,9.733530,0,1
T8,60,1,3,9.331040,0,1
T8,61,1,2,5.116156,0,1
T8,61,1,3,4.949997,0,1
T8,62,1,2,3.632177,0,1
T8,62,1,3,3.555931,0,1
T8,63,1,2,8.775947,0,1
T8,63,1,3,8.428559,0,1
F8,3,1,2,89.939425,0,1
F8,4,1,2,43.579773,0,1
F8,5,1,2,24.130435,0,1
F8,9,1,2,26.011339,0,1
F8,10,1,2,24.404402,0,1
F8,10,2,3,23.564935,1,1
F8,11,1,2,29.951715,0,1
F8,12,1,2,29.230791,0,1
F8,18,1,2,13.168853,0,1
F8,19,1,2,7.721209,0,1
F8,20,1,2,11.877955,0,1
F8,21,1,2,14.863308,0,1
F8,22,1,2,13.476483,0,1
F8,23,1,2,8.750456,0,1
F8,24,1,2,6.686464,0,1
F8,25,1,2,10.964262,0,1
F8,26,1,2,12.866646,0,1
F8,27,1,2,10.983348,0,1
F8,28,1,2,6.860220,0,1
F8,29,1,2,7.052919,0,1
F8,30,1,2,10.448664,0,1
F8,31,1,2,11.225095,0,1
F8,32,1,2,8.908943,0,1
F8,43,1,2,3.786467,0,1
F8,44,1,2,6.704088,0,1
F8,47,1,2,3.195423,0,1
F8,48,1,2,3.762839,0,1
F8,51,1,2,5.347050,0,1
F8,52,1,2,2.157224,0,1
F8,53,1,2,4.372995,0,1
F8,56,1,2,4.393220,0,1
F8,57,1,2,1.979197,0,1
F8,58,1,2,5.016916,0,1
F8,61,1,2,3.500210,0,1
F8,62,1,2,2.649980,0,1
