channel,freq,C1,C2,DV,increase,DV accepted
T8,23,1,3,12.687138,0,0
T8,24,1,2,7.857274,0,0
T8,24,1,3,7.975949,0,0
T8,25,1,2,16.411098,0,0
T8,25,1,3,16.501774,0,0
T8,26,1,2,20.349724,0,0
T8,26,1,3,19.452503,0,0
T8,27,1,2,16.941147,0,0
T8,27,1,3,16.457322,0,0
T8,28,1,2,8.726272,0,0
T8,28,1,3,8.594777,0,0
T8,29,1,2,9.125706,0,0
T8,29,1,3,9.171668,0,0
T8,30,1,2,15.775707,0,0
T8,30,1,3,15.865279,0,0
T8,31,1,2,17.463915,0,0
T8,31,1,3,17.701890,0,0
T8,32,1,2,13.649935,0,0
T8,32,1,3,13.142240,0,0
T8,34,1,2,10.395383,0,0
T8,34,1,3,10.312307,0,0
T8,35,1,2,15.627743,0,0
T8,35,1,3,14.673854,0,0
T8,36,1,2,15.683220,0,0
T8,36,1,3,15.046798,0,0
T8,37,1,2,9.892854,0,0
T8,37,1,3,10.669153,0,0
T8,39,1,2,9.876504,0,0
T8,39,1,3,11.061835,0,0
T8,40,1,2,12.979693,0,0
T8,40,1,3,14.560221,0,0
T8,41,1,2,11.742567,0,0
T8,41,1,3,13.030891,0,0
T8,42,1,2,6.350249,0,0
T8,42,1,3,7.349779,0,0
T8,43,1,2,4.800795,0,0
T8,43,1,3,4.897355,0,0
T8,44,1,2,10.743560,0,0
T8,44,1,3,10.685833,0,0
T8,45,1,2,13.172867,0,0
T8,45,1,3,13.246855,0,0
T8,46,1,2,10.595825,0,0
T8,46,1,3,10.941752,0,0
T8,47,1,2,4.455878,0,0
T8,47,1,3,4.810313,0,0
T8,48,1,2,5.603612,0,0
T8,48,1,3,5.772808,0,0
T8,49,1,2,11.079097,0,0
T8,49,1,3,10.921067,0,0
T8,50,1,2,12.297799,0,0
T8,50,1,3,12.144650,0,0
T8,51,1,2,8.754807,0,0
T8,51,1,3,8.966619,0,0
T8,52,1,2,2.535977,0,0
T8,52,1,3,2.794053,0,0
T8,53,1,2,6.813964,0,0
T8,53,1,3,7.013049,0,0
T8,54,1,2,11.316624,0,0
T8,54,1,3,11.173748,0,0
T8,55,1,2,11.328818,0,0
T8,55,1,3,11.254747,0,0
T8,56,1,2,6.911314,0,0
T8,56,1,3,7.250213,0,0
T8,57,1,2,2.180656,0,0
T8,57,1,3,2.537960,0,0
T8,58,1,2,8.092068,0,0
T8,58,1,3,8.223617,0,0
T8,59,1,2,11.506670,0,0
T8,59,1,3,11.326813,0,0
T8,60,1,2,10.353871,0,0
T8,60,1,3,10.307802,0,0
T8,61,1,2,5.182471,0,0
T8,61,1,3,5.575833,0,0
T8,62,1,2,3.521104,0,0
T8,62,1,3,4.080615,0,0
T8,63,1,2,9.270338,0,0
T8,63,1,3,9.364876,0,0
F8,3,1,2,74.874163,0,0
F8,4,1,2,37.826661,0,0
F8,5,1,2,23.882278,0,0
F8,9,1,2,25.429057,0,0
F8,10,1,2,23.925442,0,0
F8,10,2,3,22.399209,1,0
F8,11,1,2,25.700555,0,0
F8,12,1,2,24.286446,0,0
F8,18,1,2,11.772012,0,0
F8,19,1,2,7.333747,0,0
F8,20,1,2,10.919407,0,0
F8,21,1,2,13.100681,0,0
F8,22,1,2,11.538863,0,0
F8,23,1,2,7.691747,0,0
F8,24,1,2,6.294702,0,0
F8,25,1,2,9.719486,0,0
F8,26,1,2,11.412658,0,0
F8,27,1,2,9.696836,0,0
F8,28,1,2,6.628964,0,0
F8,29,1,2,6.536505,0,0
F8,30,1,2,9.498823,0,0
F8,31,1,2,10.134625,0,0
F8,32,1,2,8.012965,0,0
F8,43,1,2,3.622384,0,0
F8,44,1,2,5.584775,0,0
F8,47,1,2,2.801794,0,0
F8,48,1,2,3.297133,0,0
F8,51,1,2,4.393077,0,0
F8,52,1,2,1.980288,0,0
F8,53,1,2,3.792455,0,0
F8,56,1,2,3.650025,0,0
F8,57,1,2,1.871367,0,0
F8,58,1,2,4.140709,0,0
F8,61,1,2,3.052833,0,0
F8,62,1,2,2.330708,0,0
