channel,freq,C1,C2,DV,increase,DV accepted
F7,10,2,3,18.680072,1,1
F7,11,1,2,22.348295,0,0
F7,11,2,3,22.999533,1,1
F7,12,1,2,21.677359,0,0
F7,12,2,3,22.393748,1,1
F7,13,2,3,16.677130,1,1
F7,14,2,3,9.698689,1,0
F7,15,2,3,11.397874,1,1
F7,16,2,3,14.753659,1,1
F7,17,2,3,14.338451,1,1
F7,18,2,3,10.274366,1,1
F7,19,2,3,6.508201,1,1
F7,20,1,2,9.534770,0,0
F7,20,2,3,9.953684,1,1
F7,21,1,2,11.671285,0,0
F7,21,2,3,12.225541,1,1
F7,22,2,3,11.130617,1,0
F7,23,2,3,7.439774,1,0
F7,24,2,3,5.598929,1,0
F7,25,1,2,8.302676,0,0
F7,25,2,3,8.585311,1,1
F7,26,1,2,9.624908,0,0
F7,26,2,3,9.981710,1,1
F7,27,1,2,8.322870,0,0
F7,27,2,3,8.635883,1,1
F7,28,1,2,5.483979,0,1
F7,28,2,3,5.630722,1,0
F7,29,1,2,5.699118,0,0
F7,29,2,3,5.873642,1,1
F7,30,1,2,8.065512,0,0
F7,30,2,3,8.379363,1,1
F7,31,2,3,8.999503,1,1
F7,32,2,3,7.321978,1,1
F7,33,1,3,4.886056,1,0
F7,33,2,3,4.812404,1,0
F7,34,1,2,5.755378,0,0
F7,34,2,3,5.925519,1,0
F7,35,1,2,7.479746,0,0
F7,35,2,3,7.766871,1,1
F7,36,1,2,7.369187,0,0
F7,36,2,3,7.695572,1,1
F7,37,1,2,5.436520,0,0
F7,37,2,3,5.725818,1,1
F7,38,1,3,4.020194,1,0
F7,38,2,3,3.884387,1,1
F7,39,1,2,5.540157,0,0
F7,39,2,3,5.763081,1,1
F7,40,1,2,6.800032,0,0
F7,40,2,3,7.088122,1,1
F7,41,1,2,6.155100,0,0
F7,41,2,3,6.454786,1,1
F7,42,2,3,4.212023,1,0
F7,43,2,3,3.201521,1,1
F7,44,2,3,5.306882,1,1
F7,45,1,2,5.926049,0,0
F7,45,2,3,6.158096,1,1
F7,46,2,3,5.197478,1,1
F7,47,2,3,2.803873,1,1
F7,48,1,2,2.927724,0,0
F7,48,2,3,3.104428,1,1
F7,49,1,2,4.899718,0,0
F7,49,2,3,5.122878,1,1
F7,50,1,2,5.316603,0,0
F7,50,2,3,5.549908,1,1
F7,51,1,2,4.076726,0,0
F7,51,2,3,4.275387,1,1
F7,52,1,3,2.096174,1,0
F7,52,2,3,1.954819,1,0
F7,53,1,2,3.363690,0,0
F7,53,2,3,3.559147,1,1
F7,54,1,2,4.965714,0,0
F7,54,2,3,5.209398,1,1
F7,55,1,2,4.966712,0,0
F7,55,2,3,5.211917,1,1
F7,56,1,2,3.390918,0,0
F7,56,2,3,3.581317,1,1
F7,57,1,3,1.932035,1,0
F7,57,2,3,1.812879,1,0
F7,58,1,2,3.812416,0,0
F7,58,2,3,4.024474,1,1
F7,59,1,2,4.995687,0,0
F7,59,2,3,5.244599,1,1
F7,60,1,2,4.603926,0,0
F7,60,2,3,4.840251,1,1
F7,61,1,2,2.735602,0,0
F7,61,2,3,2.906081,1,1
F7,62,1,2,2.131164,0,0
F7,62,2,3,2.287013,1,1
F7,63,1,2,4.221250,0,0
F7,63,2,3,4.446217,1,1
T7,0,1,3,264.823249,0,0
T7,1,1,3,246.744358,0,0
T7,2,1,3,196.671731,0,0
T7,3,1,3,127.024479,0,0
T7,4,1,3,55.330488,0,1
T7,5,1,3,22.985992,0,0
T7,6,1,3,51.485157,0,0
T7,7,1,3,58.454521,0,0
T7,8,1,3,44.661458,0,0
T7,9,1,2,20.088371,0,1
T7,9,1,3,20.845280,0,1
T7,10,1,2,19.109188,0,0
T7,10,1,3,19.675204,0,0
T7,11,1,3,33.498010,0,0
T7,12,1,3,35.147280,0,0
T7,13,1,3,24.771243,0,0
T7,14,1,3,9.357778,0,0
T7,15,1,3,15.801362,0,0
T7,16,1,3,24.648501,0,0
T7,17,1,3,24.218157,0,0
T7,18,1,3,15.579716,0,0
T7,19,1,2,6.002612,0,0
T7,19,1,3,6.247355,0,1
T7,20,1,3,14.902455,0,0
T7,21,1,3,20.343107,0,0
T7,22,1,3,18.306777,0,0
T7,23,1,3,10.383517,0,0
T7,25,1,3,14.071302,0,0
T7,26,1,3,17.181291,0,0
T7,27,1,3,14.123989,0,0
T7,28,1,3,7.147671,0,0
T7,29,1,3,7.978816,0,0
T7,30,1,3,13.956503,0,0
T7,31,1,3,15.328140,0,0
T7,32,1,3,11.461164,0,0
T7,34,1,3,8.826918,1,0
T7,35,1,3,13.191607,0,0
T7,36,1,3,13.159622,0,0
T7,37,1,3,8.815743,0,0
T7,39,1,3,9.312742,0,0
T7,40,1,3,12.469660,0,0
T7,41,1,3,11.247079,0,0
T7,42,1,3,6.330998,0,0
T7,43,1,3,4.259159,0,0
T7,44,1,3,9.195655,0,0
T7,45,1,3,11.227877,0,0
T7,46,1,3,9.097960,0,0
T7,47,1,3,3.886934,0,0
T7,48,1,3,4.793646,0,0
T7,49,1,3,9.320365,0,0
T7,50,1,3,10.353444,0,0
T7,51,1,3,7.452961,0,0
T7,52,1,3,2.268032,0,0
T7,53,1,3,5.917454,0,0
T7,54,1,3,9.610823,0,0
T7,55,1,3,9.628632,0,0
T7,56,1,3,5.996776,0,0
T7,57,1,3,2.024204,0,0
T7,58,1,3,6.975259,0,0
T7,59,1,3,9.766438,0,0
T7,60,1,3,8.815331,0,0
T7,61,1,3,4.556683,0,0
T7,62,1,3,3.191707,0,1
T7,63,1,3,7.942251,0,0
P7,10,1,2,15.133908,0,0
O1,9,2,3,15.508768,1,0
O1,10,1,2,14.553350,0,0
O1,10,2,3,15.165166,1,0
O1,14,2,3,7.739657,1,0
O1,52,1,2,1.292815,0,0
O1,57,2,3,1.201537,1,0
O2,5,1,3,22.516698,0,0
O2,10,2,3,25.891034,1,0
O2,14,2,3,12.239219,1,0
O2,19,1,2,7.583556,0,0
O2,19,2,3,7.598428,1,0
P8,9,1,2,25.726452,0,0
P8,9,2,3,25.236382,1,1
P8,10,2,3,26.173255,1,1
P8,14,2,3,11.963904,1,0
P8,19,1,2,7.197959,0,0
P8,19,2,3,7.373827,1,0
T8,0,1,2,293.664622,0,0
T8,0,1,3,297.259393,0,0
T8,1,1,2,273.552584,0,0
T8,1,1,3,276.970987,0,0
T8,2,1,2,217.899209,0,0
T8,2,1,3,220.760137,0,0
T8,3,1,2,140.632019,0,0
T8,3,1,3,142.686099,0,0
T8,4,1,2,61.510021,0,0
T8,4,1,3,62.728872,0,0
T8,5,1,2,27.017085,0,0
T8,5,1,3,27.160254,0,0
T8,6,1,2,58.616340,0,0
T8,6,1,3,58.668643,0,0
T8,7,1,2,66.947554,0,0
T8,7,1,3,67.228054,0,0
T8,8,1,2,52.645050,0,0
T8,8,1,3,52.985978,0,0
T8,9,1,2,28.936068,0,0
T8,9,1,3,29.611025,0,0
T8,10,1,2,28.527254,0,0
T8,10,1,3,30.014787,0,0
T8,11,1,2,41.660115,0,0
T8,11,1,3,42.979081,0,0
T8,12,1,2,42.396422,0,0
T8,12,1,3,43.366607,0,0
T8,13,1,2,30.294360,0,0
T8,13,1,3,30.935907,0,0
T8,14,1,2,13.469565,0,0
T8,15,1,2,19.047922,0,0
T8,15,1,3,19.404278,0,0
T8,16,1,2,28.277119,0,0
T8,16,1,3,28.858211,0,0
T8,17,1,2,27.695739,0,0
T8,17,1,3,28.342151,0,0
T8,18,1,2,18.219851,0,0
T8,18,1,3,18.649005,0,0
T8,19,1,2,8.281911,0,0
T8,19,1,3,8.708333,0,0
T8,20,1,2,17.013056,0,0
T8,20,1,3,17.365918,0,0
T8,21,1,2,22.797453,0,0
T8,21,1,3,23.260955,0,0
T8,22,1,2,20.514695,0,0
T8,22,1,3,20.925590,0,0
T8,23,1,2,11.878814,0,0
T8,23,1,3,12.115781,0,0
T8,24,1,2,7.916459,0,0
T8,24,1,3,8.164056,0,0
T8,25,1,2,16.070636,0,0
T8,25,1,3,16.302195,0,0
T8,26,1,2,19.451800,0,0
T8,26,1,3,19.722877,0,0
T8,27,1,2,15.956742,0,0
T8,27,1,3,16.295907,0,0
T8,28,1,2,8.209030,0,0
T8,28,1,3,8.597584,0,0
T8,29,1,2,9.057416,0,0
T8,29,1,3,9.428315,0,0
T8,30,1,2,15.519736,0,0
T8,30,1,3,15.874363,0,0
T8,31,1,2,17.072786,0,0
T8,31,1,3,17.339857,0,0
T8,32,1,2,12.916639,0,0
T8,32,1,3,13.008632,0,0
T8,34,1,2,9.707306,0,0
T8,34,1,3,9.971105,1,0
T8,35,1,2,14.570456,0,0
T8,35,1,3,14.905922,0,0
T8,36,1,2,14.575514,0,0
T8,36,1,3,14.923280,0,0
T8,37,1,2,9.755847,0,0
T8,37,1,3,10.055528,0,0
T8,39,1,2,10.122743,0,0
T8,39,1,3,10.354343,0,0
T8,40,1,2,13.597661,0,0
T8,40,1,3,13.879668,0,0
T8,41,1,2,12.300816,0,0
T8,41,1,3,12.552331,0,0
T8,42,1,2,6.893969,0,0
T8,42,1,3,7.069750,0,0
T8,43,1,2,4.759691,0,0
T8,43,1,3,4.859840,0,0
T8,44,1,2,10.245454,0,0
T8,44,1,3,10.442352,0,0
T8,45,1,2,12.528353,0,0
T8,45,1,3,12.750666,0,0
T8,46,1,2,10.190646,0,0
T8,46,1,3,10.367689,0,0
T8,47,1,2,4.411585,0,0
T8,47,1,3,4.520002,0,0
T8,48,1,2,5.405544,0,0
T8,48,1,3,5.494522,0,0
T8,49,1,2,10.405956,0,0
T8,49,1,3,10.577510,0,0
T8,50,1,2,11.559985,0,0
T8,50,1,3,11.740300,0,0
T8,51,1,2,8.370308,0,0
T8,51,1,3,8.500741,0,0
T8,52,1,2,2.639407,0,0
T8,52,1,3,2.733251,0,0
T8,53,1,2,6.624807,0,0
T8,53,1,3,6.754997,0,0
T8,54,1,2,10.701527,0,0
T8,54,1,3,10.895035,0,0
T8,55,1,2,10.727301,0,0
T8,55,1,3,10.918230,0,0
T8,56,1,2,6.734401,0,0
T8,56,1,3,6.856141,0,0
T8,57,1,2,2.353681,0,0
T8,57,1,3,2.461176,0,0
T8,58,1,2,7.790591,0,0
T8,58,1,3,7.940399,0,0
T8,59,1,2,10.871087,0,0
T8,59,1,3,11.063629,0,0
T8,60,1,2,9.829775,0,0
T8,60,1,3,10.007750,0,0
T8,61,1,2,5.142673,0,0
T8,61,1,3,5.246449,0,0
T8,62,1,2,3.639857,0,0
T8,62,1,3,3.733593,0,0
T8,63,1,2,8.864018,0,0
T8,63,1,3,9.030408,0,0
F8,3,1,2,95.451119,0,0
F8,4,1,2,45.272641,0,0
F8,5,1,2,24.255169,0,0
F8,9,1,2,26.162414,0,0
F8,10,1,2,24.646502,0,0
F8,10,2,3,23.078912,1,0
F8,11,1,2,31.101125,0,0
F8,12,1,2,30.581261,0,0
F8,18,1,2,13.790833,0,0
F8,19,1,2,7.634603,0,1
F8,20,1,2,12.312681,0,0
F8,21,1,2,15.676595,0,0
F8,22,1,2,14.257007,0,0
F8,23,1,2,9.110792,0,0
F8,24,1,2,6.695951,0,0
F8,25,1,2,11.434745,0,0
F8,26,1,2,13.544972,0,0
F8,27,1,2,11.525514,0,0
F8,28,1,2,7.095146,0,0
F8,29,1,2,7.327659,0,0
F8,30,1,2,11.024657,0,0
F8,31,1,2,11.851843,0,0
F8,32,1,2,9.316649,0,0
F8,43,1,2,3.897092,0,0
F8,44,1,2,7.089283,0,0
F8,47,1,2,3.310265,0,0
F8,48,1,2,3.933825,0,0
F8,51,1,2,5.673171,0,0
F8,52,1,2,2.205059,0,0
F8,53,1,2,4.616746,0,0
F8,56,1,2,4.647969,0,0
F8,57,1,2,2.019635,0,1
F8,58,1,2,5.317384,0,0
F8,61,1,2,3.673799,0,0
F8,62,1,2,2.755095,0,0
